pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
FT,9/3/18,90.2,2.7263,6.0224,Cole Hamels,592885,430935,single,hit_into_play_score,,,,,6,"Christian Yelich singles on a ground ball to center fielder Ian Happ.   Lorenzo Cain scores.  Christian Yelich out at 2nd, center fielder Ian Happ to shortstop Addison Russell.  ",R,L,L,MIL,CHC,X,8,ground_ball,1,0,2018,1.1023,0.7958,0.7804,2.3296,456715,null,null,2,5,Bot,148.93,95.33,,,605170,,180903_194823,-7.2144,-131.2337,-4.968,14.2854,26.2387,-22.1055,3.3568,1.6448,143,91.8,10.07,90.698,2032,6.478,531464,430935,605170,519203,502517,595879,608365,656941,664023,592178,54.0217,0.726,0.672,0.9,1,1,0,4,40,2,2-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard
FF,6/13/18,92.4,2.9631,6.5521,Mike Montgomery,592885,543557,field_out,hit_into_play,,,,,12,"Christian Yelich grounds out, second baseman Ben Zobrist to first baseman Anthony Rizzo.   Lorenzo Cain to 2nd.  ",R,L,L,MIL,CHC,X,4,ground_ball,0,1,2018,1.3259,0.889,0.9284,2.6187,null,null,456715,0,1,Bot,149.44,150.19,,,460269,,180613_182218,-7.9228,-134.2056,-6.0719,17.3909,26.2042,-20.5825,3.3694,1.5198,4,76.8,-31.031,91.823,2023,5.827,530412,543557,460269,519203,450314,600303,595879,656941,664023,518792,54.6719,0.071,0.067,0,1,0,0,2,6,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
SL,7/8/18,80.3,2.2009,6.3463,Sean Newcomb,592885,656794,force_out,hit_into_play,,,,,8,"Christian Yelich grounds into a force out, second baseman Ozzie Albies to shortstop Dansby Swanson.   Jonathan Villar out at 2nd.    Christian Yelich to 1st.  ",R,L,L,MIL,ATL,X,4,ground_ball,0,2,2018,-1.0973,-0.0971,-0.146,1.8935,null,null,542340,1,4,Bot,153.5,151.71,,,435559,,180708_193330,-3.1306,-116.6719,-2.873,-9.019,23.819,-32.7245,3.3607,1.5112,124,97.6,6.376,78.725,2716,5.462,530746,656794,435559,518692,645277,622666,621020,518586,542255,455976,55.0374,0.594,0.551,0,1,0,0,4,36,3,Slider,5,0,5,0,0,5,5,0,Standard,Standard
CH,3/31/18,84.3,2.3196,5.6584,Robbie Erlin,592885,572362,single,hit_into_play_no_out,,,,,5,Christian Yelich singles on a ground ball to right fielder Hunter Renfroe.  ,R,L,L,SD,MIL,X,null,ground_ball,1,1,2018,0.5343,1.1303,0.057,2.1911,null,null,null,2,6,Top,170.53,103.37,,,595978,,180401_022457,-6.2654,-122.5298,-3.8643,6.5581,24.2435,-20.3911,3.49,1.601,48,105.9,0.151,83.785,1525,6.019,529437,572362,595978,543333,641319,570799,520471,517369,622534,592669,54.483,0.502,0.44,0.9,1,1,0,4,49,3,Changeup,3,5,5,3,5,3,5,3,Standard,Standard
FF,9/4/18,93.4,2.5846,6.4596,Mike Montgomery,592885,543557,grounded_into_double_play,hit_into_play,,,,,5,"Christian Yelich grounds into a double play, second baseman Javier Baez to shortstop Addison Russell to first baseman Anthony Rizzo.   Lorenzo Cain out at 2nd.  ",R,L,L,MIL,CHC,X,4,ground_ball,2,2,2018,1.1861,1.061,0.1639,2.3525,null,null,456715,0,1,Bot,148.98,154.27,,,575929,,180905_002413,-8.8277,-135.5619,-7.1168,16.5447,29.548,-17.7584,3.49,1.6,12,96.1,-11.172,93.266,1872,6.345,531479,543557,575929,519203,595879,623520,608365,592178,546991,450314,54.1541,0.197,0.183,0,1,0,0,2,6,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
SI,10/1/18,91.7,2.4627,5.928,Jose Quintana,592885,500779,single,hit_into_play_score,,,,,9,Christian Yelich singles on a ground ball to center fielder Jason Heyward.   Orlando Arcia scores.  ,R,L,L,CHC,MIL,X,null,ground_ball,1,1,2018,1.1791,1.0637,0.4807,2.1786,606115,null,null,2,3,Top,147.1,76.13,,,575929,,181001_174632,-7.6058,-133.3094,-5.9881,15.7471,26.3656,-18.328,3.49,1.601,93,98.7,3.632,92.363,2039,6.557,570334,500779,575929,519203,502517,592178,595879,656941,518792,450314,53.9401,0.565,0.505,0.9,1,1,0,4,17,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard
SL,6/26/18,85.9,2.6481,6.4797,Brian Flynn,592885,543169,field_out,hit_into_play,,,,,8,"Christian Yelich grounds out sharply, second baseman Adalberto Mondesi to first baseman Lucas Duda.  ",R,L,L,MIL,KC,X,4,ground_ball,3,2,2018,-0.3115,-0.0117,-0.2017,1.9274,null,519346,460075,2,6,Bot,137.47,148.21,,,521692,,180627_020030,-6.0921,-124.9935,-4.5226,-2.102,23.3768,-31.6657,3.3693,1.5198,93,98.8,4.198,85.694,2258,5.997,530589,543169,521692,446263,609275,519058,444876,460086,593160,594011,54.5021,0.565,0.505,0,1,0,0,4,50,7,Slider,5,0,5,0,0,5,5,0,Standard,Standard
FC,6/13/18,88.1,2.9384,6.383,Mike Montgomery,592885,543557,grounded_into_double_play,hit_into_play,,,,,2,"Christian Yelich grounds into a double play, second baseman Ben Zobrist to shortstop Javier Baez to first baseman Anthony Rizzo.   Lorenzo Cain out at 2nd.  ",R,L,L,MIL,CHC,X,4,ground_ball,1,1,2018,1.0111,0.6044,-0.057,2.7212,null,null,456715,0,6,Bot,150.45,151.21,,,460269,,180613_195922,-9.2956,-128.0203,-4.0825,12.766,22.513,-24.9976,3.2649,1.4152,10,104.2,-14.968,88.164,1976,6.077,530412,543557,460269,519203,450314,600303,595879,656941,664023,518792,54.4222,0.273,0.243,0,1,0,0,2,45,3,Cutter,1,0,1,0,0,1,1,0,Standard,Standard
CU,4/19/18,74.2,2.0211,5.7375,Dillon Peters,592885,596071,field_out,hit_into_play,,,,,3,"Christian Yelich grounds out, first baseman Justin Bour to pitcher Dillon Peters.   Lorenzo Cain to 3rd.  ",R,L,L,MIL,MIA,X,3,ground_ball,3,1,2018,-0.7498,-1.6512,0.4384,2.9759,null,456715,null,0,3,Bot,155.53,162.38,,,592663,,180420_011254,-1.9293,-107.5727,4.4635,-5.1277,22.4776,-45.6094,3.2697,1.4156,4,67.2,-35.518,72.024,2892,5.299,529686,596071,592663,571506,516770,605119,500743,518618,621446,457727,55.2005,0.076,0.054,0,1,0,0,2,23,5,Curveball,1,1,1,1,1,1,1,1,Standard,Standard
FT,8/24/18,90.6,2.4316,5.6477,Steven Brault,592885,643230,grounded_into_double_play,hit_into_play,,,,,6,"Christian Yelich grounds into a double play, pitcher Steven Brault to shortstop Kevin Newman to first baseman Francisco Cervelli.   Lorenzo Cain out at 2nd.  ",R,L,L,MIL,PIT,X,1,ground_ball,0,0,2018,1.2933,0.5878,0.4428,2.6185,null,null,456715,0,12,Bot,128.04,183.4,,,553869,,180825_043509,-7.9488,-131.8879,-2.9965,17.2034,27.122,-24.6484,3.4867,1.675,8,65,-16.328,92.234,1841,7.172,531336,643230,553869,465041,543281,501896,621028,624428,516782,570256,53.3278,0.06,0.059,0,1,0,0,2,103,1,2-Seam Fastball,4,4,4,4,4,4,4,4,Standard,Standard
CU,3/31/18,75.8,2.1442,5.8018,Robbie Erlin,592885,572362,single,hit_into_play_score,,,,,5,Christian Yelich singles on a ground ball to center fielder Manuel Margot.   Jesus Aguilar scores.    Eric Thames to 2nd.  ,R,L,L,SD,MIL,X,null,ground_ball,0,1,2018,-0.1648,-1.2182,0.0238,2.6887,null,542583,519346,2,8,Top,131.77,91.86,,,595978,,180401_032742,-4.082,-110.0382,2.754,-0.501,21.4365,-42.5669,3.4129,1.5641,17,100.8,-8.787,74.422,2285,5.625,529437,572362,595978,543333,641319,570799,520471,517369,622534,592669,54.8773,0.292,0.266,0.9,1,1,0,2,64,2,Curveball,3,5,5,3,5,3,5,3,Standard,Standard
SI,5/8/18,91.6,3.2394,5.3443,Tyler Olson,592885,621397,single,hit_into_play_no_out,,,,,5,Christian Yelich singles on a sharp ground ball to center fielder Rajai Davis.  ,R,L,L,MIL,CLE,X,null,ground_ball,2,1,2018,1.5952,0.3687,0.202,2.2902,null,null,null,0,8,Bot,144.14,86.43,,,543228,,180509_020411,-10.7031,-132.8267,-2.5556,20.3791,26.5913,-27.7037,3.3941,1.5447,32,111,-2.17,89.758,2087,5.206,529936,621397,543228,429665,543401,608070,596019,488726,434658,446386,55.2933,0.486,0.427,0.9,1,1,0,4,60,4,Sinker,3,2,3,2,2,3,3,2,Standard,Standard
FF,7/8/18,92.3,2.3884,6.5754,Sean Newcomb,592885,656794,single,hit_into_play_no_out,,,,,4,Christian Yelich singles on a sharp ground ball to center fielder Ender Inciarte.  ,R,L,L,MIL,ATL,X,null,ground_ball,1,0,2018,0.8619,1.4135,-0.4054,2.1924,null,null,null,1,1,Bot,133.18,86.69,,,435559,,180708_182623,-8.7187,-133.792,-8.1153,11.7935,26.7755,-14.3174,3.3692,1.5196,21,107.5,-5.262,90.658,2217,5.344,530746,656794,435559,518692,645277,622666,621020,518586,542255,455976,55.1553,0.394,0.362,0.9,1,1,0,2,7,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
SL,8/30/18,88.5,2.5086,5.6038,Cody Reed,592885,642003,field_out,hit_into_play,,,,,4,"Christian Yelich grounds out sharply, pitcher Cody Reed to first baseman Joey Votto.  ",R,L,L,CIN,MIL,X,1,ground_ball,1,1,2018,-0.4837,-0.0397,-0.7617,2.283,456124,null,null,2,3,Top,126.51,181.1,,,592200,,180830_170755,-6.9369,-128.747,-2.0138,-4.1043,23.13,-32.4561,3.1562,1.5864,88,82.1,5.406,88.364,2578,5.92,531413,642003,592200,458015,599096,641525,606299,640447,592863,594988,54.5801,0.328,0.292,0,1,0,0,2,17,3,Slider,0,0,0,0,0,0,0,0,Strategic,Standard
FT,7/23/18,89.6,2.059,5.5097,Gio Gonzalez,592885,461829,grounded_into_double_play,hit_into_play,,,,,8,"Christian Yelich grounds into a double play, shortstop Trea Turner to first baseman Ryan Zimmerman.   Keon Broxton out at 2nd.  ",R,L,L,MIL,WSH,X,6,ground_ball,0,1,2018,1.2284,0.7272,0.0781,2.0285,null,null,542979,0,1,Bot,117.49,150.03,,,446308,,180724_002441,-7.3822,-130.3346,-4.1369,15.2809,24.5772,-23.3842,3.49,1.601,12,107.4,-9.11,89.325,2067,5.91,530915,461829,446308,475582,502517,543685,607208,665742,547180,594809,54.5893,0.355,0.344,0,1,0,0,2,7,2,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
SI,5/21/18,93.4,1.5333,6.2585,Andrew Chafin,592885,605177,field_out,hit_into_play,,,,,6,"Christian Yelich grounds out sharply, pitcher Andrew Chafin to first baseman Paul Goldschmidt.  ",R,L,L,MIL,ARI,X,1,ground_ball,1,0,2018,0.9579,0.8731,0.5951,2.2052,null,null,null,1,8,Bot,127.09,179.65,,,425772,,180522_020408,-4.4574,-135.7785,-6.4949,12.658,30.9802,-20.3275,3.3613,1.5118,5,105.6,-21.602,92.557,2016,5.936,530107,605177,425772,502671,606466,571875,605113,444482,502481,572008,54.5638,0.234,0.206,0,1,0,0,2,60,2,Sinker,4,2,4,2,2,4,4,2,Standard,Standard
FF,5/12/18,92.2,1.7876,5.6144,Kyle Freeland,592885,607536,field_out,hit_into_play,,,,,5,"Christian Yelich grounds out, shortstop Trevor Story to first baseman Ian Desmond.  ",R,L,L,COL,MIL,X,6,ground_ball,0,0,2018,0.267,0.5001,-0.225,2.4808,null,null,null,1,1,Top,119.87,142.15,,,455104,,180513_001331,-5.7252,-134.3609,-3.3544,4.3131,24.001,-25.5833,3.383,1.5351,104,81.3,7.239,93.317,2148,6.484,529992,607536,455104,435622,518934,571448,596115,467827,453568,571595,54.0182,0.371,0.332,0,1,0,0,2,2,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic
FC,9/11/18,86.6,2.6481,5.8963,Jorge De La Rosa,592885,407822,field_out,hit_into_play,,,,,4,"Christian Yelich grounds out, shortstop Javier Baez to first baseman Anthony Rizzo.  ",R,L,L,CHC,MIL,X,6,ground_ball,2,2,2018,-0.0411,0.094,-0.3642,2.4345,null,null,null,2,8,Top,117.75,135.85,,,605170,,180912_024118,-6.9888,-125.8951,-2.2416,0.9092,24.0321,-31.0198,3.49,1.6,71,106.8,2.055,85.396,2057,5.428,531574,407822,605170,519203,502517,623520,595879,592178,546991,450314,55.0689,0.56,0.51,0,1,0,0,4,56,6,Cutter,3,0,0,3,0,3,0,3,Strategic,Standard
FF,4/28/18,91.8,2.3389,6.2745,Brian Duensing,592885,488846,field_out,hit_into_play,,,,,5,"Christian Yelich grounds out, shortstop Addison Russell to first baseman Anthony Rizzo.  ",R,L,L,CHC,MIL,X,6,ground_ball,2,1,2018,0.3938,1.2192,0.0423,2.5701,null,null,null,1,9,Top,113.18,151.06,,,575929,,180428_205454,-6.6154,-133.5383,-6.159,5.9422,25.0208,-16.6639,3.4526,1.6476,7,105.6,-20.06,91.809,1996,6.026,529807,488846,575929,519203,595879,592178,608365,450314,546991,518792,54.4751,0.234,0.205,0,1,0,0,2,62,4,4-Seam Fastball,3,0,0,3,0,3,0,3,Standard,Standard
SI,6/1/18,90.2,1.9072,5.8668,Hector Santiago,592885,502327,force_out,hit_into_play,,,,,4,"Christian Yelich grounds into a force out, shortstop Tim Anderson to second baseman Yoan Moncada.   Lorenzo Cain out at 2nd.    Christian Yelich to 1st.  ",R,L,L,CWS,MIL,X,6,ground_ball,1,2,2018,1.1479,1.3015,-0.8092,2.5207,null,null,456715,0,1,Top,114.46,156.08,,,553882,,180602_001427,-8.9725,-130.9624,-4.9782,14.6893,26.1054,-16.7961,3.4114,1.6039,5,98.6,-25.821,89.016,2172,5.553,530261,502327,553882,547989,660162,570560,641313,605508,641553,572204,54.9461,0.144,0.126,0,1,0,0,2,2,4,Sinker,0,0,0,0,0,0,0,0,Strategic,Standard
SI,7/28/18,89.1,3.0001,6.2422,Ty Blach,592885,621389,field_out,hit_into_play,,,,,3,"Christian Yelich grounds out, shortstop Brandon Crawford to first baseman Pablo Sandoval.  ",R,L,L,SF,MIL,X,6,ground_ball,3,2,2018,1.2995,0.8801,0.5225,3.1497,null,null,null,2,6,Top,108.4,150.63,,,460026,,180729_023344,-8.4436,-129.2639,-3.2189,15.66,26.6659,-22.3652,3.49,1.601,47,77.9,0.622,86.845,2112,5,530976,621389,460026,467055,593700,446334,543063,491676,621453,457705,55.4979,0.163,0.156,0,1,0,0,2,44,7,Sinker,0,6,6,0,6,0,6,0,Standard,Standard
CH,5/26/18,85.6,2.6956,5.2995,Jerry Blevins,592885,460283,field_out,hit_into_play,,,,,8,"Christian Yelich grounds out, shortstop Jose Reyes to first baseman Adrian Gonzalez.  ",R,L,L,MIL,NYM,X,6,ground_ball,3,2,2018,1.2212,0.8232,0.1091,1.8216,null,456715,null,2,7,Bot,116.42,144.09,,,519023,,180526_232233,-8.4728,-124.305,-3.5612,14.1621,23.2372,-23.245,3.3695,1.5202,45,77.5,2.311,85.251,2030,6.026,530178,460283,519023,408236,452678,527038,408314,607043,624424,457803,54.4733,0.181,0.145,0,1,0,0,2,82,6,Changeup,17,6,17,6,6,17,17,6,Standard,Standard
SL,7/6/18,86.7,2.0124,5.9964,Jesse Biddle,592885,592145,field_out,hit_into_play,,,,,2,"Christian Yelich grounds out, shortstop Dansby Swanson to first baseman Freddie Freeman.  ",R,L,L,MIL,ATL,X,6,ground_ball,0,0,2018,-0.2823,-0.117,0.0087,3.0131,null,null,null,0,8,Bot,110.22,151.24,,,435559,,180707_024142,-4.1836,-126.1827,-0.7442,-2.1793,23.8155,-33.4922,3.366,1.5165,36,93.9,-2.758,86.131,2514,5.753,530716,592145,435559,518692,645277,622666,621020,518586,542255,455976,54.7464,0.289,0.252,0,1,0,0,2,63,1,Slider,5,4,5,4,4,5,5,4,Standard,Standard
SL,8/2/18,88.3,1.4207,6.2871,Clayton Kershaw,592885,477132,double,hit_into_play_no_out,,,,,7,Christian Yelich doubles (23) on a sharp ground ball to left fielder Joc Pederson.  ,R,L,L,LAD,MIL,X,null,ground_ball,3,2,2018,-0.3603,0.6523,-0.7883,1.9086,null,null,null,1,1,Top,90.67,71.48,,,518735,,180803_011115,-4.6221,-128.6696,-6.0329,-3.272,20.8368,-24.099,3.49,1.601,86,102,2.859,88.78,2550,6.026,531044,477132,518735,571970,572821,457759,592518,592626,641355,624577,54.473,0.578,0.515,1.25,1,1,1,4,2,6,Slider,0,0,0,0,0,0,0,0,Standard,Strategic
SL,3/29/18,80.3,3.8913,5.6042,Clayton Richard,592885,453385,field_out,hit_into_play,,,,,12,"Christian Yelich grounds out, shortstop Freddy Galvis to first baseman Eric Hosmer.  ",R,L,L,SD,MIL,X,6,ground_ball,0,1,2018,0.0723,-0.2354,1.3158,3.1427,null,null,null,0,6,Top,113.99,149.41,,,595978,,180329_213248,-5.7233,-116.5646,1.6977,1.7726,23.155,-34.8577,3.4131,1.5643,10,67.8,-17.266,78.674,2339,5.416,529413,453385,595978,543333,641319,452104,520471,517369,622534,571976,55.0865,0.057,0.043,0,1,0,0,2,39,2,Slider,0,1,1,0,1,0,1,0,Standard,Standard
CU,5/24/18,77,1.2418,5.4886,Steven Matz,592885,571927,single,hit_into_play_no_out,,,,,5,Christian Yelich singles on a ground ball to shortstop Amed Rosario.  ,R,L,L,MIL,NYM,X,null,ground_ball,1,1,2018,-1.2195,-0.6952,0.161,2.4092,null,null,null,1,5,Bot,107.78,144.09,,,519023,,180525_015049,-0.1018,-111.9705,1.7914,-10.0088,23.3033,-38.5298,3.3694,1.52,39,101.9,-1.053,76.12,2313,6.038,530151,571927,519023,408236,452678,527038,642708,607043,624424,457803,54.4615,0.405,0.387,0.9,1,1,0,4,45,3,Curveball,0,4,0,4,4,0,0,4,Standard,Standard
SL,5/22/18,79.5,2.0892,5.8356,T.J. McFarland,592885,519008,field_out,hit_into_play,,,,,6,"Christian Yelich grounds out, shortstop Ketel Marte to first baseman Paul Goldschmidt.  ",R,L,L,MIL,ARI,X,6,ground_ball,0,0,2018,-0.4958,-0.5143,0.5364,2.3362,null,null,null,0,8,Bot,113.88,148.16,,,571974,,180523_020348,-2.4552,-115.5251,-0.0099,-3.7638,21.3496,-36.8375,3.5194,1.7449,9,95.8,-13.397,77.388,2259,4.841,530116,519008,571974,502671,518614,571875,606466,444482,502481,572008,55.6583,0.247,0.232,0,1,0,0,2,57,1,Slider,1,0,1,0,0,1,1,0,Standard,Standard
FC,8/14/18,86.1,2.5135,5.8553,Jorge De La Rosa,592885,407822,single,hit_into_play_no_out,,,,,8,Christian Yelich singles on a ground ball to third baseman Tommy La Stella.  ,R,L,L,CHC,MIL,X,null,ground_ball,0,0,2018,0.1749,0.2766,-0.1611,1.644,null,null,null,2,9,Top,111.37,163.18,,,575929,,180814_205213,-6.5395,-125.1701,-4.3187,2.8414,20.1121,-28.8684,3.3883,1.6798,11,66.9,-8.2,84.979,2024,5.161,531202,407822,575929,519203,595879,600303,608365,656941,664023,518792,55.3359,0.063,0.051,0.9,1,1,0,2,67,1,Cutter,0,7,7,0,7,0,7,0,Standard,Standard
FT,9/3/18,90.5,2.8671,6.1338,Cole Hamels,592885,430935,field_out,hit_into_play,,,,,6,"Christian Yelich grounds out, third baseman Javier Baez to first baseman Anthony Rizzo.  ",R,L,L,MIL,CHC,X,5,ground_ball,1,0,2018,1.1856,0.7692,0.3973,2.5304,null,null,null,1,1,Bot,110.32,161.87,,,605170,,180903_182315,-8.5153,-131.4661,-4.6059,15.2056,26.5418,-22.7309,3.415,1.5956,76,81.8,3.312,89.563,1836,5.7,531464,430935,605170,519203,502517,595879,608365,656941,664023,592178,54.7993,0.263,0.248,0,1,0,0,2,7,2,2-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard
FF,5/12/18,91.6,1.7028,5.2611,Kyle Freeland,592885,607536,field_out,hit_into_play,,,,,4,"Christian Yelich grounds out, third baseman Nolan Arenado to first baseman Ian Desmond.  ",R,L,L,COL,MIL,X,5,ground_ball,3,2,2018,0.273,0.5399,-0.4446,2.5365,null,null,null,0,6,Top,107.16,157.29,,,455104,,180513_014543,-6.0506,-133.4467,-2.3143,4.3872,23.3147,-25.3503,3.383,1.5351,22,98.5,-5.498,92.847,2205,6.553,529992,607536,455104,435622,518934,571448,596115,467827,453568,571595,53.9488,0.313,0.278,0,1,0,0,2,43,6,4-Seam Fastball,4,0,0,4,0,4,0,4,Strategic,Strategic
SI,10/1/18,92.5,2.2337,5.9365,Jose Quintana,592885,500779,single,hit_into_play_no_out,,,,,13,Christian Yelich singles on a sharp ground ball to left fielder Kyle Schwarber.  ,R,L,L,CHC,MIL,X,null,ground_ball,3,2,2018,1.2768,1.1729,-0.8937,2.4303,null,null,null,0,6,Top,78.05,102.78,,,575929,,181001_183032,-10.7786,-134.2913,-5.7068,17.778,27.4485,-16.8967,3.49,1.601,113,100.9,4.865,92.803,2044,6.468,570334,500779,575929,519203,502517,592178,595879,656941,518792,450314,54.0289,0.613,0.573,0.9,1,1,0,4,36,6,Sinker,1,1,1,1,1,1,1,1,Standard,Standard
FT,8/20/18,97.2,1.9233,6.1753,Wandy Peralta,592885,593974,force_out,hit_into_play,,,,,4,"Christian Yelich grounds into a force out, third baseman Eugenio Suarez to second baseman Scooter Gennett.   Orlando Arcia out at 2nd.    Christian Yelich to 1st.  ",R,L,L,MIL,CIN,X,5,ground_ball,1,1,2018,1.0803,1.0436,-0.5587,2.2893,null,null,606115,1,8,Bot,114.9,175.59,,,571466,,180821_023725,-8.7796,-140.9906,-6.9921,15.7348,30.1222,-17.5537,3.49,1.601,6,104.7,-20.423,95.076,2096,5.099,531281,593974,571466,641525,571697,553993,606299,599096,571740,640447,55.3999,0.226,0.205,0,1,0,0,2,63,3,2-Seam Fastball,5,2,5,2,2,5,5,2,Standard,Standard
SI,5/24/18,94.9,1.1919,5.6716,Steven Matz,592885,571927,field_out,hit_into_play,,,,,12,"Christian Yelich grounds out, third baseman Wilmer Flores to first baseman Adrian Gonzalez.  ",R,L,L,MIL,NYM,X,5,ground_ball,0,2,2018,1.2561,0.9228,1.0125,2.9508,null,null,null,1,1,Bot,115.91,163.9,,,519023,,180525_002711,-3.2717,-138.1203,-3.5113,16.7607,31.1215,-19.8315,3.3696,1.5202,6,74.1,-24.006,94.866,2032,6.285,530151,571927,519023,408236,452678,527038,642708,607043,624424,457803,54.2139,0.042,0.042,0,1,0,0,2,8,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard
SI,9/7/18,91.1,3.0116,6.0408,Derek Holland,592885,502706,field_out,hit_into_play,,,,,12,"Christian Yelich grounds out softly, third baseman Evan Longoria to first baseman Brandon Belt.   Lorenzo Cain to 2nd.  ",R,L,L,MIL,SF,X,5,ground_ball,1,0,2018,1.3831,0.8057,1.2807,3.167,null,null,456715,0,1,Bot,111.43,174.86,,,460026,,180908_002139,-7.1579,-132.41,-2.9779,17.4356,27.5949,-22.5063,3.4845,1.6235,81,37.6,32.702,90.154,2221,5.721,531522,502706,460026,474832,605412,446334,593700,622046,491676,596103,54.7785,0.16,0.149,0,1,0,0,1,5,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard
SI,6/11/18,92.5,1.6568,5.8843,Jose Quintana,592885,500779,grounded_into_double_play,hit_into_play,,,,,2,"Christian Yelich grounds into a double play, third baseman Kris Bryant to second baseman Javier Baez to first baseman Anthony Rizzo.   Lorenzo Cain out at 2nd.  ",R,L,L,MIL,CHC,X,5,ground_ball,0,1,2018,1.0221,0.9124,-0.2513,2.9576,null,null,456715,0,1,Bot,110.32,165.43,,,575929,,180612_001846,-7.1014,-134.5199,-3.6609,13.9361,28.0951,-20.4971,3.3736,1.5242,13,105.6,-12.775,92.737,1928,6.38,530389,500779,575929,519203,595879,592178,608365,656941,546991,518792,54.1189,0.326,0.297,0,1,0,0,2,5,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard
SL,9/25/18,89.4,1.7437,6.7924,Austin Gomber,592885,596295,force_out,hit_into_play,,,,,13,"Christian Yelich grounds into a force out, third baseman Jedd Gyorko to second baseman Kolten Wong.   Lorenzo Cain out at 2nd.    Christian Yelich to 1st.  ",R,L,L,STL,MIL,X,5,ground_ball,1,2,2018,-0.3664,0.9227,-1.0583,2.0718,null,null,456715,1,3,Top,110.32,176.6,,,425877,,180926_005242,-6.1556,-130.0291,-7.6895,-3.1393,23.0831,-20.3256,3.49,1.601,2,71.2,-40.266,90.333,2325,6.544,531763,596295,425877,572761,543939,576397,657557,542303,664056,500874,53.9548,0.073,0.07,0,1,0,0,2,19,4,Slider,0,2,2,0,2,0,2,0,Standard,Standard
