pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
CH,8/28/18,89.2,-1.9079,5.227,Raisel Iglesias,592885,628452,field_out,hit_into_play_score,,,,,7,"Christian Yelich grounds out, second baseman Scooter Gennett to first baseman Curt Casali.   Hernan Perez scores.    Lorenzo Cain to 3rd.  ",R,L,R,CIN,MIL,X,4,ground_ball,1,1,2018,-1.507,0.5646,-0.3926,1.6512,541650,456715,null,1,9,Top,153.76,155.3,,,571466,,180829_024122,6.8417,-129.642,-3.9037,-18.3026,27.7797,-25.2609,3.49,1.601,7,71.4,-12.556,88.768,1619,6.145,531385,628452,571466,592200,571697,553993,606299,592863,571740,641525,54.3549,0.052,0.05,0,1,0,0,2,83,3,Changeup,9,6,6,9,6,9,6,9,Standard,Standard
CH,5/2/18,86,-2.8811,5.4526,Luis Castillo,592885,622491,field_out,hit_into_play,,,,,8,"Christian Yelich grounds out, first baseman Joey Votto to pitcher Luis Castillo.  ",R,L,R,CIN,MIL,X,3,ground_ball,2,2,2018,-1.2517,0.5707,-0.2623,1.9568,null,null,null,1,1,Top,150.8,159.72,,,519023,,180502_231307,8.4772,-124.8701,-3.1131,-14.3072,23.5681,-26.0419,3.411,1.565,42,81,0.747,84.591,1953,5.352,529862,622491,519023,458015,607468,553993,606299,594807,571740,608385,55.1479,0.202,0.174,0,1,0,0,2,2,5,Changeup,0,0,0,0,0,0,0,0,Standard,Standard
SL,8/30/18,88.6,-1.6003,6.7817,Sal Romano,592885,607219,field_out,hit_into_play,,,,,14,"Christian Yelich grounds out sharply, first baseman Joey Votto to pitcher Sal Romano.  ",R,L,R,CIN,MIL,X,3,ground_ball,0,2,2018,0.0335,0.1887,0.1735,1.5219,null,null,null,1,8,Top,151.95,157.48,,,592200,,180830_182532,4.2138,-128.853,-7.1108,-0.4662,25.4368,-28.9447,3.3121,1.8124,99,78.6,7.917,87.783,2349,5.695,531413,607219,592200,458015,599096,641525,606299,640447,592863,594988,54.8045,0.4,0.374,0,1,0,0,2,54,3,Slider,1,1,1,1,1,1,1,1,Standard,Standard
CU,9/18/18,80.3,-1.8948,6.0151,Michael Lorenzen,592885,547179,field_out,hit_into_play,,,,,2,"Christian Yelich grounds out, pitcher Michael Lorenzen to first baseman Joey Votto.  ",R,L,R,MIL,CIN,X,1,ground_ball,3,2,2018,0.3651,-1.237,-0.2241,3.2025,null,null,null,2,3,Bot,126.58,180.16,,,571466,,180919_003952,2.9836,-116.7369,2.6694,2.7193,21.0468,-43.9361,3.362,1.594,2,76.2,-61.386,79.306,2512,5.556,531664,547179,571466,458015,571697,641525,606299,640447,592863,594988,54.9435,0.215,0.194,0,1,0,0,2,26,7,Curveball,1,2,1,2,2,1,1,2,Strategic,Standard
FT,7/4/18,93.4,-3.5378,5.2335,Jose Berrios,592885,621244,field_out,hit_into_play,,,,,8,"Christian Yelich grounds out sharply, second baseman Brian Dozier to first baseman Joe Mauer.  ",R,L,R,MIL,MIN,X,4,ground_ball,3,2,2018,-1.5994,0.7913,0.1484,1.7592,null,null,null,1,1,Bot,155.64,154.87,,,641598,,180704_201944,12.9824,-135.4574,-4.9368,-22.4017,26.7599,-21.5778,3.3709,1.5214,97,100.8,4.575,93.584,2102,6.368,530701,621244,641598,408045,572821,500871,593871,592696,595909,596146,54.1314,0.613,0.573,0,1,0,0,4,5,9,2-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
FF,5/9/18,94.2,-1.6923,5.5163,Carlos Carrasco,592885,471911,field_out,hit_into_play,,,,,5,"Christian Yelich grounds out, second baseman Erik Gonzalez to first baseman Yonder Alonso.   Lorenzo Cain to 3rd.  ",R,L,R,MIL,CLE,X,4,ground_ball,3,2,2018,-0.8569,0.9716,0.2321,2.6063,null,456715,null,0,9,Bot,150.19,150.03,,,547379,,180509_194834,6.8627,-136.9915,-3.9628,-12.2458,30.9809,-19.382,3.3698,1.5204,6,91.3,-23.134,93.821,2256,6.154,529951,471911,547379,475174,570481,608070,596019,488726,605548,571980,54.3458,0.121,0.095,0,1,0,0,2,68,7,4-Seam Fastball,1,6,1,6,6,1,1,6,Standard,Standard
SI,4/25/18,91.5,-2.6425,5.6737,Kevin McCarthy,592885,641838,single,hit_into_play_no_out,,,,,9,Christian Yelich singles on a sharp ground ball to right fielder Jorge Soler.  ,R,L,R,KC,MIL,X,null,ground_ball,0,2,2018,-0.9571,0.4752,0.6012,1.9359,null,null,null,1,9,Top,176.87,123.77,,,521692,,180426_025629,10.2837,-133.0223,-4.6519,-13.4647,25.1444,-25.7575,3.3256,1.4776,20,107.8,-5.221,92.209,2115,6.5,529767,641838,521692,446263,593160,519058,444876,460086,445055,624585,53.9996,0.394,0.362,0.9,1,1,0,2,69,4,Sinker,2,6,6,2,6,2,6,2,Standard,Standard
FC,6/10/18,92.4,-1.9004,6.1459,Tommy Hunter,592885,488984,field_out,hit_into_play,,,,,9,"Christian Yelich grounds out, second baseman Cesar Hernandez to first baseman Carlos Santana.  ",R,L,R,PHI,MIL,X,4,ground_ball,1,0,2018,0.4471,0.7913,0.4526,2.2383,570267,456715,null,2,9,Top,161.29,147.65,,,595284,,180610_203334,5.0242,-134.4252,-5.8959,4.4269,27.2094,-21.5482,3.5882,1.6773,23,105.2,-4.934,92.708,2400,6.34,530381,488984,595284,467793,514917,621044,664068,656555,546318,608384,54.1626,0.402,0.372,0,1,0,0,2,72,2,Cutter,4,3,3,4,3,4,3,4,Strategic,Strategic
FF,8/20/18,92.4,-2.3001,6.2139,Homer Bailey,592885,456701,field_out,hit_into_play,,,,,6,"Christian Yelich grounds out, second baseman Scooter Gennett to first baseman Brandon Dixon.  ",R,L,R,MIL,CIN,X,4,ground_ball,1,2,2018,-0.7229,1.0689,0.7051,2.7599,null,null,null,0,1,Bot,147.41,150.19,,,571466,,180821_001914,9.2476,-134.419,-5.4154,-10.5456,23.9304,-18.2243,3.49,1.601,13,73.9,-11.717,93.263,1995,6.419,531281,456701,571466,641525,571697,553993,606299,605512,571740,640447,54.0807,0.06,0.061,0,1,0,0,2,4,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
SI,5/8/18,91.7,-2.1778,5.1048,Corey Kluber,592885,446372,single,hit_into_play_no_out,,,,,4,Christian Yelich singles on a ground ball to right fielder Brandon Guyer.   Lorenzo Cain to 2nd.  ,R,L,R,MIL,CLE,X,null,ground_ball,1,0,2018,-1.0969,0.6024,-0.3546,2.2681,null,null,456715,0,3,Bot,180.48,117.92,,,543228,,180509_003836,6.9477,-133.3641,-2.5756,-14.5246,29.6313,-24.7022,3.3773,1.5279,7,101,-17.133,91.362,2250,6.19,529936,446372,543228,429665,543401,608070,596019,488726,434658,446386,54.3089,0.2,0.184,0.9,1,1,0,2,26,2,Sinker,3,1,3,1,1,3,3,1,Standard,Standard
SL,8/29/18,88.2,-1.4944,6.0353,Matt Harvey,592885,518774,single,hit_into_play_no_out,,,,,8,Christian Yelich singles on a ground ball to second baseman Scooter Gennett.  ,R,L,R,CIN,MIL,X,null,ground_ball,3,2,2018,0.0912,0.4973,0.2398,2.087,null,null,null,0,3,Top,153.14,150.46,,,571466,,180830_001939,3.9986,-128.3606,-4.558,0.2665,23.5213,-26.1004,3.49,1.601,23,100.2,-4.902,87.943,2430,5.866,531399,518774,571466,592200,571697,553993,606299,605512,571740,594988,54.6339,0.352,0.304,0.9,1,1,0,2,20,6,Slider,2,2,2,2,2,2,2,2,Standard,Standard
FF,7/11/18,90.6,-2.0797,5.378,Elieser Hernandez,592885,622694,force_out,hit_into_play,,,,,3,"Christian Yelich grounds into a force out, second baseman Starlin Castro to shortstop JT Riddle.   Lorenzo Cain out at 2nd.    Christian Yelich to 1st.  ",R,L,R,MIA,MIL,X,4,ground_ball,0,2,2018,-0.3249,1.5384,0.4673,3.1622,null,null,456715,1,12,Top,147.07,150.19,,,592407,,180712_032340,7.0575,-131.7102,-2.8688,-5.3038,28.5017,-13.888,3.4491,1.5997,13,89.7,-12.6,90.565,2383,6.365,530793,622694,592407,500743,516770,592680,595375,643265,457727,605119,54.1357,0.128,0.122,0,1,0,0,2,94,3,4-Seam Fastball,4,4,4,4,4,4,4,4,Standard,Standard
FT,6/10/18,92.1,-2.9781,5.9344,Zach Eflin,592885,621107,field_out,hit_into_play,,,,,4,"Christian Yelich grounds out, second baseman Cesar Hernandez to first baseman Carlos Santana.  ",R,L,R,PHI,MIL,X,4,ground_ball,1,0,2018,-1.1966,0.7398,-0.6841,2.4376,null,null,null,1,1,Top,150.12,151.21,,,595284,,180610_173725,8.4231,-133.8283,-4.5814,-16.2655,31.5804,-22.4995,3.4459,1.5951,6,85.3,-22.673,91.731,1958,6.362,530381,621107,595284,467793,514917,641487,664068,656555,546318,608384,54.1404,0.073,0.051,0,1,0,0,2,2,2,2-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard
FT,6/8/18,89.8,-2.3043,5.6078,Vince Velasquez,592885,592826,single,hit_into_play_no_out,,,,,9,Christian Yelich singles on a ground ball to right fielder Nick Williams.   Lorenzo Cain to 3rd.  ,R,L,R,PHI,MIL,X,null,ground_ball,0,1,2018,-1.1597,0.8377,0.3054,1.8633,null,null,456715,2,4,Top,189.4,107.52,,,595751,,180609_002222,8.9454,-130.4753,-5.0744,-15.1648,26.7044,-21.7063,3.4455,1.5947,98,81.4,7.486,90.09,1876,6.492,530351,592826,595751,467793,514917,641487,664068,621044,546318,608384,54.0103,0.371,0.332,0.9,1,1,0,2,31,2,2-Seam Fastball,0,6,6,0,6,0,6,0,Strategic,Standard
CH,7/26/18,84.9,-0.8528,6.2851,Dereck Rodriguez,592885,605446,field_out,hit_into_play_score,,,,,7,"Christian Yelich grounds out, second baseman Chase d'Arnaud to first baseman Austin Slater.   Eric Thames scores.  ",R,L,R,SF,MIL,X,4,ground_ball,1,0,2018,-1.1534,1.0705,-0.5929,1.8012,519346,null,null,1,1,Top,148.38,153.05,,,457763,,180727_021808,2.9087,-123.6807,-6.3941,-12.4269,21.5909,-20.1858,3.5384,1.7577,14,97,-6.499,85.425,1875,6.287,530949,605446,457763,596103,488818,446334,543063,452254,621453,457705,54.21,0.265,0.261,0,1,0,0,2,3,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard
SI,6/15/18,94.3,-3.0275,6.1229,Jake Arrieta,592885,453562,force_out,hit_into_play,,,,,8,"Christian Yelich grounds into a force out, second baseman Cesar Hernandez to shortstop Scott Kingery.   Lorenzo Cain out at 2nd.  Christian Yelich advances to 2nd, on a throwing error by shortstop Scott Kingery.  ",R,L,R,MIL,PHI,X,6,ground_ball,2,1,2018,-1.2418,0.7999,0.1368,2.0798,null,null,456715,0,1,Bot,147.17,154.87,,,595751,,180616_002128,10.8498,-136.7495,-6.4627,-17.8005,30.6394,-21.0624,3.369,1.5195,5,98.1,-21.723,93.421,2231,5.997,530445,453562,595751,467793,514917,641487,664068,656555,546318,608384,54.5021,0.176,0.154,0,1,0,0,2,5,4,Sinker,0,0,0,0,0,0,0,0,Standard,Standard
FF,8/3/18,94.8,-2.5201,6.1825,German Marquez,592885,608566,field_out,hit_into_play,,,,,5,"Christian Yelich grounds out, second baseman DJ LeMahieu to first baseman Ian Desmond.  ",R,L,R,MIL,COL,X,4,ground_ball,3,1,2018,-0.5654,1.1125,-0.0974,2.3783,null,null,null,0,3,Bot,148.38,154.87,,,608596,,180804_005831,7.4704,-137.7331,-6.6552,-8.5921,27.6977,-17.1085,3.56,1.72,6,88.9,-22.533,94.054,2231,5.727,531053,608566,608596,435622,518934,571448,596115,467827,453568,471865,54.7722,0.105,0.093,0,1,0,0,2,21,5,4-Seam Fastball,1,0,1,0,0,1,1,0,Strategic,Standard
CH,9/19/18,87.7,-1.2853,6.1185,Matt Harvey,592885,518774,single,hit_into_play_no_out,,,,,4,Christian Yelich singles on a ground ball to pitcher Matt Harvey.   Gio Gonzalez to 2nd.  ,R,L,R,MIL,CIN,X,null,ground_ball,1,2,2018,-1.3098,0.7877,-0.696,2.5253,null,null,461829,1,3,Bot,133.2,182.95,,,571466,,180920_003434,4.1297,-127.6555,-4.1872,-15.1444,26.4985,-22.9311,3.49,1.601,2,63.8,-50.675,87.728,1752,6.309,531679,518774,571466,458015,571697,553993,606299,640447,571740,594988,54.19,0.157,0.144,0.9,1,1,0,2,22,7,Changeup,1,0,1,0,0,1,1,0,Standard,Standard
CH,5/30/18,90,-1.7635,6.2438,Alex Reyes,592885,621052,single,hit_into_play_no_out,,,,,8,Christian Yelich singles on a ground ball to right fielder Dexter Fowler.  ,R,L,R,MIL,STL,X,null,ground_ball,2,1,2018,-1.0764,0.8095,0.0603,1.6589,null,null,null,1,1,Bot,184.72,107.02,,,608348,,180530_172345,6.7377,-130.87,-7.1145,-13.5955,24.6189,-21.7702,3.3695,1.5201,75,104.1,2.732,89.912,1391,6.033,530239,621052,608348,500874,576397,572761,622168,641933,664056,451594,54.4666,0.555,0.514,0.9,1,1,0,4,6,4,Changeup,0,0,0,0,0,0,0,0,Standard,Standard
SL,8/8/18,82.4,-2.8791,5.1216,Brett Kennedy,592885,664028,field_out,hit_into_play,,,,,1,"Christian Yelich grounds out, second baseman Cory Spangenberg to first baseman Eric Hosmer.  ",R,L,R,MIL,SD,X,4,ground_ball,2,2,2018,0.1951,0.0423,-0.398,3.0338,null,null,null,0,1,Bot,144.36,153.24,,,595978,,180809_001811,5.2481,-119.7503,1.8085,0.6789,26.7164,-32.4286,3.4845,1.6245,8,93.8,-21.032,81.745,2270,6.274,531130,664028,595978,543333,605486,570799,520471,592669,622534,614177,54.2256,0.136,0.116,0,1,0,0,2,4,5,Slider,0,0,0,0,0,0,0,0,Standard,Strategic
SI,8/31/18,95.9,-2.48,6.2545,Jimmy Cordero,592885,622772,field_out,hit_into_play,,,,,14,"Christian Yelich grounds out sharply, second baseman Wilmer Difo to first baseman Ryan Zimmerman.  ",R,L,R,WSH,MIL,X,4,ground_ball,0,0,2018,-1.2123,0.7537,0.0871,1.3918,null,null,null,1,8,Top,154.52,153.24,,,571851,,180901_013934,9.5756,-139.2039,-8.9815,-18.0033,30.3277,-20.5177,3.49,1.6,6,105.3,-14.519,96.282,2108,6.578,531425,622772,571851,475582,594694,543685,607208,665742,547180,594809,53.9214,0.273,0.249,0,1,0,0,2,59,1,Sinker,1,4,4,1,4,1,4,1,Standard,Standard
CH,9/1/18,87.6,-2.4468,6.0005,Stephen Strasburg,592885,544931,field_out,hit_into_play,,,,,7,"Christian Yelich grounds out, second baseman Wilmer Difo to first baseman Ryan Zimmerman.  ",R,L,R,WSH,MIL,X,4,ground_ball,1,0,2018,-1.3701,0.2124,-0.6397,1.8289,null,null,null,1,1,Top,147.41,164.41,,,571851,,180901_230709,7.3208,-127.3889,-4.3877,-16.699,27.5454,-29.0803,3.4868,1.6286,4,89.8,-25.384,88.255,1819,6.854,531440,544931,571851,475582,594694,543685,607208,665742,547180,594809,53.6458,0.113,0.108,0,1,0,0,2,2,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard
CH,8/28/18,89.5,-1.712,5.4543,Anthony DeSclafani,592885,543101,field_out,hit_into_play,,,,,4,"Christian Yelich grounds out, second baseman Scooter Gennett to first baseman Curt Casali.  ",R,L,R,CIN,MIL,X,4,ground_ball,1,1,2018,-1.0438,0.5344,-0.6776,2.5429,null,null,null,0,4,Top,152.55,151.67,,,571466,,180829_002407,4.7935,-130.5105,-2.4379,-12.9891,23.2164,-25.7015,3.49,1.601,97,91.7,5.228,90.635,1616,6.522,531385,543101,571466,592200,571697,553993,606299,640447,571740,594988,53.9779,0.526,0.484,0,1,0,0,4,30,3,Changeup,6,0,0,6,0,6,0,6,Standard,Standard
SL,8/25/18,86.9,-0.8319,6.1922,Edgar Santana,592885,650828,field_out,hit_into_play,,,,,4,"Christian Yelich grounds out sharply, second baseman Kevin Newman to first baseman Josh Bell.  ",R,L,R,MIL,PIT,X,4,ground_ball,1,0,2018,-0.1839,0.1104,-0.6772,2.7982,null,null,null,1,8,Bot,154.52,150.19,,,465041,,180826_014831,0.7194,-126.3762,-2.1251,-2.0494,25.9799,-30.8645,3.4451,1.646,97,102,4.839,85.345,2134,5.336,531351,650828,465041,605137,621028,592567,588751,624428,516782,570256,55.1629,0.626,0.578,0,1,0,0,4,66,2,Slider,1,6,1,6,6,1,1,6,Standard,Standard
FF,9/12/18,87.1,-2.3928,6.0725,Kyle Hendricks,592885,543294,single,hit_into_play_no_out,,,,,8,Christian Yelich singles on a sharp ground ball to right fielder Ben Zobrist.   Curtis Granderson to 2nd.  ,R,L,R,CHC,MIL,X,null,ground_ball,0,0,2018,-0.5437,1.1293,-0.0581,2.1663,null,null,434158,1,3,Top,179.75,113.75,,,575929,,180913_005546,6.6698,-126.7255,-5.552,-7.017,22.1205,-19.2455,3.49,1.601,144,113.6,7.82,87.18,2116,6.021,531589,543294,575929,519203,502517,595879,608365,592178,546991,450314,54.4758,0.802,0.788,0.9,1,1,0,5,20,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard
FF,4/21/18,93.6,-2.2165,6.0881,Kyle Barraclough,592885,607457,field_out,hit_into_play,,,,,6,"Christian Yelich grounds out sharply, second baseman Starlin Castro to first baseman Miguel Rojas.  ",R,L,R,MIL,MIA,X,4,ground_ball,3,2,2018,-0.3173,1.5034,0.6997,2.0386,null,null,null,0,8,Bot,151.47,151.21,,,592407,,180422_014113,8.1231,-135.8159,-7.8177,-5.7349,31.6254,-12.4004,3.1523,1.4516,46,104.1,1.295,92.389,2495,5.867,529712,607457,592407,500743,516770,605119,592680,518618,621446,457727,54.6323,0.505,0.458,0,1,0,0,4,63,6,4-Seam Fastball,4,5,4,5,5,4,4,5,Standard,Standard
FF,7/9/18,95.8,-1.4309,6.1989,Drew Steckenrider,592885,608716,force_out,hit_into_play,,,,,2,"Christian Yelich grounds into a force out, second baseman Starlin Castro to shortstop JT Riddle.   Lorenzo Cain out at 2nd.    Christian Yelich to 1st.  ",R,L,R,MIA,MIL,X,4,ground_ball,0,2,2018,-0.789,1.6354,-0.0412,3.288,null,null,456715,0,8,Top,143.15,150.42,,,592407,,180710_014556,5.404,-139.2112,-5.6494,-11.4064,33.6277,-10.1198,3.4461,1.5966,7,91.9,-24.391,94.999,2545,6.075,530766,608716,592407,500743,516770,445988,595375,518618,457727,605119,54.4263,0.126,0.113,0,1,0,0,2,63,3,4-Seam Fastball,3,2,2,3,2,3,2,3,Standard,Standard
KC,7/24/18,73.5,-2.5801,5.8432,Jeremy Hellickson,592885,476451,single,hit_into_play_no_out,,,,,4,Christian Yelich singles on a ground ball to shortstop Wilmer Difo.  ,R,L,R,MIL,WSH,X,null,ground_ball,0,0,2018,0.5795,-1.2792,-0.6527,2.4469,null,null,null,2,1,Bot,146.9,140.03,,,571851,,180725_004654,2.8749,-106.6883,2.5236,3.7141,19.0523,-42.2453,3.572,1.7127,49,77.2,2.592,71.662,2727,5.098,530930,476451,571851,475582,502517,543685,594694,665742,572191,594809,55.4015,0.202,0.197,0.9,1,1,0,2,8,1,Knuckle Curve,0,1,0,1,1,0,0,1,Infield shift,Standard
FF,9/16/18,93,-2.0291,5.4287,Trevor Williams,592885,592866,field_out,hit_into_play,,,,,6,"Christian Yelich grounds out, second baseman Adam Frazier to first baseman Josh Bell.  ",R,L,R,MIL,PIT,X,4,ground_ball,2,2,2018,-0.6213,1.3667,0.3078,2.5374,null,606115,456715,2,3,Bot,152.99,151.71,,,607732,,180916_190938,7.4346,-135.3143,-4.7129,-9.35,29.3069,-14.3224,3.49,1.601,21,90.8,-5.311,93.786,2303,6.741,531644,592866,607732,605137,624428,592567,621028,572816,516782,656669,53.7582,0.242,0.23,0,1,0,0,2,22,7,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard
SL,6/15/18,87,-3.3802,5.9613,Jake Arrieta,592885,453562,field_out,hit_into_play,,,,,5,"Christian Yelich grounds out, second baseman Cesar Hernandez to first baseman Carlos Santana.  ",R,L,R,MIL,PHI,X,4,ground_ball,0,1,2018,0.67,0.2669,0.1926,2.733,608718,456715,null,0,2,Bot,146.56,163.35,,,595751,,180616_004333,7.1422,-126.4133,-2.0683,5.5875,25.6721,-29.1946,3.369,1.5195,19,100.6,-8.039,86.056,2543,5.756,530445,453562,595751,467793,514917,641487,664068,656555,546318,608384,54.7431,0.268,0.249,0,1,0,0,2,17,2,Slider,3,0,3,0,0,3,3,0,Strategic,Standard
SI,4/26/18,87.1,-2.4405,6.2718,Kyle Hendricks,592885,543294,field_out,hit_into_play,,,,,7,"Christian Yelich grounds out, second baseman Javier Baez to first baseman Anthony Rizzo.  ",R,L,R,CHC,MIL,X,4,ground_ball,2,1,2018,-1.0617,0.6477,-0.7502,1.8921,null,null,null,2,3,Top,149.03,151.06,,,605170,,180427_005144,6.0314,-126.57,-5.558,-12.2084,23.7453,-24.6192,3.3323,1.5452,6,76.6,-17.617,85.762,1996,5.325,529780,543294,605170,519203,595879,600303,608365,656941,546991,518792,55.1756,0.057,0.049,0,1,0,0,2,20,4,Sinker,0,0,0,0,0,0,0,0,Standard,Standard
CH,8/19/18,82,-2.3875,6.1943,John Gant,592885,607231,field_out,hit_into_play,,,,,8,"Christian Yelich grounds out, second baseman Greg Garcia to first baseman Matt Carpenter.  ",R,L,R,STL,MIL,X,4,ground_ball,2,2,2018,-0.6863,0.6159,0.0963,2.0408,606115,null,null,1,3,Top,139.28,167.46,,,425877,,180819_185812,6.8975,-119.1765,-3.9838,-7.8124,22.9239,-25.8137,3.49,1.601,10,102.2,-10.808,81.645,1693,6.118,531274,607231,425877,572761,594824,576397,657557,542303,664056,641933,54.3801,0.265,0.231,0,1,0,0,2,17,5,Changeup,0,0,0,0,0,0,0,0,Strategic,Standard
FC,8/1/18,93.2,-1.8203,6.2478,Kenley Jansen,592885,445276,field_out,hit_into_play,,,,,12,"Christian Yelich grounds out softly, second baseman Brian Dozier to first baseman Cody Bellinger.  ",R,L,R,LAD,MIL,X,4,ground_ball,1,1,2018,0.6868,1.3324,1.4783,3.0823,null,null,null,1,9,Top,136.14,161.92,,,518735,,180802_045640,7.0058,-135.6297,-5.4167,7.2052,27.7125,-14.4927,3.49,1.601,98,41.3,29.4,94.25,2665,6.753,531034,445276,518735,641355,572821,592518,621035,461314,592626,624577,53.7464,0.16,0.134,0,1,0,0,1,72,3,Cutter,4,4,4,4,4,4,4,4,Strategic,Standard
FF,7/15/18,94.3,-1.5023,6.4448,Joe Musgrove,592885,605397,field_out,hit_into_play,,,,,5,"Christian Yelich grounds out sharply, second baseman Josh Harrison to first baseman Josh Bell.  ",R,L,R,PIT,MIL,X,4,ground_ball,2,2,2018,-0.694,1.0161,-0.1857,2.339,null,null,null,1,1,Top,142.93,147,,,553869,,180715_174026,4.9247,-137.1229,-7.1989,-9.7383,28.6968,-18.1341,3.422,1.5729,7,101.3,-16.702,94.092,2210,6.086,530847,605397,553869,605137,543281,592567,474568,572816,516782,570256,54.413,0.2,0.184,0,1,0,0,2,2,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
FF,8/24/18,91.9,-3.4364,5.784,Richard Rodriguez,592885,593144,grounded_into_double_play,hit_into_play,,,,,13,"Christian Yelich grounds into a double play, second baseman Kevin Newman to shortstop Adeiny Hechavarria to first baseman Francisco Cervelli.   Lorenzo Cain out at 2nd.  ",R,L,R,MIL,PIT,X,4,ground_ball,0,1,2018,-1.1286,1.0841,-0.2766,1.4977,null,null,456715,0,5,Bot,148.93,154.25,,,553869,,180825_014539,10.5058,-133.3102,-7.3656,-15.8422,28.7463,-17.7446,3.387,1.646,105,105.5,5.231,92.154,2290,6.621,531336,593144,553869,465041,621028,501896,588751,624428,516782,570256,53.8786,0.66,0.592,0,1,0,0,4,47,2,4-Seam Fastball,4,2,4,2,2,4,4,2,Standard,Standard
SI,7/24/18,92,-1.1367,5.9438,Brandon Kintzler,592885,445213,field_out,hit_into_play,,,,,13,"Christian Yelich grounds out, second baseman Daniel Murphy to first baseman Ryan Zimmerman.   Lorenzo Cain to 2nd.  ",R,L,R,MIL,WSH,X,4,ground_ball,1,2,2018,-1.3302,0.7133,-0.9042,2.1144,null,null,456715,1,7,Bot,142.83,156.28,,,571851,,180725_025157,3.4628,-133.8609,-5.4299,-16.713,27.8951,-22.6783,3.572,1.7127,2,66.7,-44.258,92.108,2016,6.282,530930,445213,571851,475582,502517,543685,594694,665742,572191,594809,54.2179,0.118,0.113,0,1,0,0,2,60,4,Sinker,4,4,4,4,4,4,4,4,Standard,Standard
FT,6/8/18,94,-2.3908,5.5747,Vince Velasquez,592885,592826,field_out,hit_into_play,,,,,5,"Christian Yelich grounds out, second baseman Cesar Hernandez to first baseman Carlos Santana.  ",R,L,R,PHI,MIL,X,4,ground_ball,0,1,2018,-1.3672,0.6854,-0.0563,2.5463,null,null,null,1,1,Top,149.78,150.19,,,595751,,180608_231141,9.0807,-136.5674,-3.6438,-19.108,29.4546,-22.9998,3.4461,1.5953,25,99,-4.982,94.089,2057,6.386,530351,592826,595751,467793,514917,641487,664068,608384,546318,622226,54.117,0.297,0.275,0,1,0,0,2,2,2,2-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard
FF,7/6/18,99.5,-2.3372,5.8084,Mike Foltynewicz,592885,592314,field_out,hit_into_play,,,,,12,"Christian Yelich grounds out, second baseman Ozzie Albies to first baseman Freddie Freeman.  ",R,L,R,MIL,ATL,X,4,ground_ball,1,2,2018,-0.7091,1.2761,1.0947,2.5186,null,null,null,1,1,Bot,143.53,149.42,,,435559,,180707_003045,10.9666,-144.3132,-6.5064,-12.3087,32.7739,-13.2538,3.366,1.5165,46,67.4,2.022,98.827,2415,6.041,530716,592314,435559,518692,645277,622666,621020,660670,542255,455976,54.4584,0.11,0.104,0,1,0,0,2,7,4,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard
CH,9/2/18,88.4,-2.1866,6.6956,Jefry Rodriguez,592885,622446,force_out,hit_into_play,,,,,11,"Christian Yelich grounds into a force out, second baseman Wilmer Difo to shortstop Trea Turner.   Curtis Granderson out at 2nd.  ",R,L,R,WSH,MIL,X,4,ground_ball,0,0,2018,-1.104,0.7706,-0.8363,3.1362,null,null,434158,2,4,Top,143.34,149.68,,,571851,,180902_190309,5.6716,-128.6846,-4.265,-13.6006,26.5539,-22.8107,3.49,1.6,31,104.2,-3.368,89.165,1714,6.729,531455,622446,571851,448602,594694,543685,607208,665742,547180,594809,53.7702,0.413,0.348,0,1,0,0,2,36,1,Changeup,4,2,2,4,2,4,2,4,Standard,Standard
